time	V(vin)	V(vo1)	V(vo2)
1.580659679846632e-03	-2.424279e+00	-5.399613e+00	2.373414e+00
1.590425304846632e-03	-2.687804e+00	-5.931854e+00	2.638723e+00
1.600190929846632e-03	-2.943777e+00	-6.447761e+00	2.896633e+00
1.612746733418060e-03	-3.257067e+00	-7.079723e+00	3.213004e+00
1.625302536989488e-03	-3.546051e+00	-7.662646e+00	3.505095e+00
1.637858340560917e-03	-3.810727e+00	-8.196529e+00	3.772906e+00
1.650414144132345e-03	-4.051096e+00	-8.681372e+00	4.016438e+00
1.662969947703773e-03	-4.267157e+00	-9.117176e+00	4.235690e+00
1.675525751275202e-03	-4.458912e+00	-9.503940e+00	4.430662e+00
1.688081554846630e-03	-4.626359e+00	-9.841663e+00	4.601354e+00
1.692515510578332e-03	-4.677392e+00	-9.925948e+00	4.622387e+00
1.694679826555554e-03	-4.700995e+00	-9.946634e+00	4.596308e+00
1.696844142532776e-03	-4.723719e+00	-9.963632e+00	4.564853e+00
1.699008458509999e-03	-4.745564e+00	-9.976941e+00	4.528023e+00
1.701172774487221e-03	-4.766530e+00	-9.986561e+00	4.485818e+00
1.703337090464444e-03	-4.786618e+00	-9.992494e+00	4.438237e+00
1.705501406441666e-03	-4.805828e+00	-9.994737e+00	4.385281e+00
1.707665722418889e-03	-4.824158e+00	-9.993293e+00	4.326951e+00
1.716808393899840e-03	-4.891662e+00	-9.995615e+00	4.129990e+00
1.726574018899839e-03	-4.945936e+00	-9.995844e+00	3.966567e+00
1.736339643899839e-03	-4.981594e+00	-9.995865e+00	3.857461e+00
1.746105268899839e-03	-4.998503e+00	-9.995869e+00	3.804284e+00
1.755870893899839e-03	-4.996599e+00	-9.995868e+00	3.807261e+00
1.765636518899839e-03	-4.975888e+00	-9.995863e+00	3.866383e+00
1.775402143899838e-03	-4.936450e+00	-9.995848e+00	3.981412e+00
1.785167768899838e-03	-4.878431e+00	-9.995708e+00	4.151721e+00
1.794933393899838e-03	-4.802052e+00	-9.993723e+00	4.372932e+00
1.798786825966748e-03	-4.766922e+00	-9.989787e+00	4.469506e+00
1.805317973588836e-03	-4.701011e+00	-9.970318e+00	4.628080e+00
1.807817413446475e-03	-4.673686e+00	-9.949473e+00	4.672324e+00
1.808259411649012e-03	-4.668734e+00	-9.943633e+00	4.677460e+00
1.808701409851549e-03	-4.663746e+00	-9.936771e+00	4.680668e+00
1.809143408054087e-03	-4.658722e+00	-9.928885e+00	4.681947e+00
1.809585406256624e-03	-4.653662e+00	-9.919977e+00	4.681298e+00
1.810027404459162e-03	-4.648566e+00	-9.910045e+00	4.678720e+00
1.810469402661699e-03	-4.643434e+00	-9.899091e+00	4.674213e+00
1.810911400864236e-03	-4.638266e+00	-9.887115e+00	4.667777e+00
1.812151693242136e-03	-4.623572e+00	-9.856179e+00	4.649292e+00
1.813391985620035e-03	-4.608600e+00	-9.825003e+00	4.631465e+00
1.814632277997935e-03	-4.593349e+00	-9.793586e+00	4.614295e+00
1.815872570375834e-03	-4.577819e+00	-9.761928e+00	4.597783e+00
1.817112862753734e-03	-4.562011e+00	-9.730031e+00	4.581928e+00
1.818353155131633e-03	-4.545924e+00	-9.697892e+00	4.566731e+00
1.819593447509533e-03	-4.529559e+00	-9.665513e+00	4.552191e+00
1.833447348210181e-03	-4.323040e+00	-9.251797e+00	4.349900e+00
1.847301248910829e-03	-4.088840e+00	-8.782104e+00	4.119747e+00
1.861155149611478e-03	-3.826958e+00	-8.256432e+00	3.861732e+00
1.875009050312126e-03	-3.537393e+00	-7.674781e+00	3.575855e+00
1.888862951012774e-03	-3.220147e+00	-7.037153e+00	3.262115e+00
1.902716851713422e-03	-2.875219e+00	-6.343547e+00	2.920513e+00
1.916570752414071e-03	-2.502609e+00	-5.593962e+00	2.551050e+00
1.925638832771213e-03	-2.249886e+00	-5.085837e+00	2.300049e+00
1.934706913128356e-03	-1.992004e+00	-4.565536e+00	2.043789e+00
1.943774993485499e-03	-1.728961e+00	-4.033060e+00	1.782270e+00
1.952843073842642e-03	-1.460759e+00	-3.488409e+00	1.515491e+00
1.961911154199784e-03	-1.187396e+00	-2.931583e+00	1.243452e+00
1.970979234556927e-03	-9.088739e-01	-2.362582e+00	9.661540e-01
1.980047314914070e-03	-6.251914e-01	-1.781406e+00	6.835964e-01
1.984930127414070e-03	-4.727269e-01	-1.464357e+00	5.319546e-01
1.989812939914069e-03	-3.198175e-01	-1.141246e+00	3.803100e-01
