time	V(vin)	V(vo)	I(Rl)
3.112375679666301e-03	3.244269e-01	1.621090e+00	2.952686e-04
3.131906929666300e-03	3.685590e-01	1.876581e+00	3.416793e-04
3.151438179666300e-03	4.071477e-01	2.103680e+00	3.829211e-04
3.170969429666300e-03	4.396124e-01	2.298971e+00	4.183736e-04
3.190500679666299e-03	4.654650e-01	2.459515e+00	4.475036e-04
3.210031929666299e-03	4.843165e-01	2.582896e+00	4.698721e-04
3.229563179666298e-03	4.958835e-01	2.667252e+00	4.851421e-04
3.249094429666298e-03	4.999919e-01	2.711309e+00	4.930828e-04
3.268625679666297e-03	4.965800e-01	2.714399e+00	4.935735e-04
3.288156929666297e-03	4.856990e-01	2.676465e+00	4.866056e-04
3.307688179666297e-03	4.675127e-01	2.598073e+00	4.722826e-04
3.327219429666296e-03	4.422946e-01	2.480394e+00	4.508186e-04
3.346750679666296e-03	4.104239e-01	2.325192e+00	4.225353e-04
3.366281929666295e-03	3.723801e-01	2.134795e+00	3.878571e-04
3.385813179666295e-03	3.287353e-01	1.912064e+00	3.473050e-04
3.405344429666295e-03	2.801461e-01	1.660345e+00	3.014885e-04
3.424875679666294e-03	2.273432e-01	1.383425e+00	2.510965e-04
3.444406929666294e-03	1.711208e-01	1.085470e+00	1.968872e-04
3.463938179666293e-03	1.123246e-01	7.709643e-01	1.396765e-04
3.483469429666293e-03	5.183899e-02	4.446425e-01	8.032563e-05
3.503000679666292e-03	-9.426354e-03	1.114190e-01	1.972845e-05
3.522531929666292e-03	-7.054992e-02	-2.236873e-01	-4.120242e-05
3.542063179666292e-03	-1.306124e-01	-5.556285e-01	-1.015492e-04
3.561594429666291e-03	-1.887103e-01	-8.794041e-01	-1.604027e-04
3.581125679666291e-03	-2.439698e-01	-1.190137e+00	-2.168766e-04
3.600656929666290e-03	-2.955598e-01	-1.483146e+00	-2.701200e-04
3.620188179666290e-03	-3.427043e-01	-1.754019e+00	-3.193313e-04
3.639719429666290e-03	-3.846942e-01	-1.998678e+00	-3.637695e-04
3.659250679666289e-03	-4.208979e-01	-2.213440e+00	-4.027658e-04
3.678781929666289e-03	-4.507710e-01	-2.395076e+00	-4.357336e-04
3.698313179666288e-03	-4.738640e-01	-2.540854e+00	-4.621774e-04
3.717844429666288e-03	-4.898297e-01	-2.648586e+00	-4.817001e-04
3.737375679666287e-03	-4.984279e-01	-2.716656e+00	-4.940089e-04
3.756906929666287e-03	-4.995292e-01	-2.744047e+00	-4.989198e-04
3.776438179666287e-03	-4.931172e-01	-2.730355e+00	-4.963605e-04
3.795969429666286e-03	-4.792883e-01	-2.675794e+00	-4.863707e-04
3.815500679666286e-03	-4.582503e-01	-2.581193e+00	-4.691023e-04
3.835031929666285e-03	-4.303199e-01	-2.447981e+00	-4.448162e-04
3.854563179666285e-03	-3.959171e-01	-2.278169e+00	-4.138789e-04
3.874094429666285e-03	-3.555593e-01	-2.074317e+00	-3.767566e-04
3.893625679666284e-03	-3.098536e-01	-1.839493e+00	-3.340084e-04
3.913156929666284e-03	-2.594874e-01	-1.577231e+00	-2.862773e-04
3.932688179666284e-03	-2.052182e-01	-1.291475e+00	-2.342814e-04
3.952219429666283e-03	-1.478624e-01	-9.865211e-01	-1.788020e-04
3.971750679666283e-03	-8.828259e-02	-6.669515e-01	-1.206731e-04
3.991281929666282e-03	-2.737493e-02	-3.375670e-01	-6.076786e-05
4.010813179666282e-03	3.394448e-02	-3.315088e-03	1.394385e-08
4.030344429666282e-03	9.475332e-02	3.307845e-01	6.075943e-05
4.049875679666281e-03	1.541370e-01	6.597143e-01	1.205563e-04
4.069406929666281e-03	2.112023e-01	9.785348e-01	1.785066e-04
4.088938179666280e-03	2.650909e-01	1.282457e+00	2.337398e-04
4.108469429666280e-03	3.149924e-01	1.566916e+00	2.854263e-04
4.128000679666280e-03	3.601560e-01	1.827637e+00	3.327894e-04
4.147531929666279e-03	3.999026e-01	2.060702e+00	3.751172e-04
4.167063179666279e-03	4.336342e-01	2.262605e+00	4.117732e-04
4.186594429666278e-03	4.608436e-01	2.430310e+00	4.422059e-04
4.206125679666278e-03	4.811215e-01	2.561291e+00	4.659570e-04
4.225656929666277e-03	4.941628e-01	2.653573e+00	4.826687e-04
4.245188179666277e-03	4.997715e-01	2.705763e+00	4.920884e-04
4.264719429666277e-03	4.978632e-01	2.717070e+00	4.940734e-04
4.284250679666276e-03	4.884665e-01	2.687315e+00	4.885925e-04
4.303781929666276e-03	4.717228e-01	2.616941e+00	4.757269e-04
4.323313179666275e-03	4.478840e-01	2.506997e+00	4.556687e-04
4.342844429666275e-03	4.173086e-01	2.359130e+00	4.287185e-04
4.362375679666275e-03	3.804565e-01	2.175560e+00	3.952807e-04
4.381906929666274e-03	3.378820e-01	1.959043e+00	3.558573e-04
4.401438179666274e-03	2.902254e-01	1.712832e+00	3.110409e-04
4.420969429666273e-03	2.382035e-01	1.440630e+00	2.615054e-04
4.440500679666273e-03	1.825989e-01	1.146533e+00	2.079960e-04
4.460031929666273e-03	1.242478e-01	8.349652e-01	1.513179e-04
4.479563179666272e-03	6.402787e-02	5.106182e-01	9.232447e-05
4.499094429666272e-03	2.844918e-03	1.783758e-01	3.190395e-05
4.508860054666271e-03	-2.782031e-02	1.085500e-02	1.442437e-06
4.528391304666271e-03	-8.872161e-02	-3.238311e-01	-5.940943e-05
4.547922554666271e-03	-1.482885e-01	-6.538435e-01	-1.194029e-04
4.567453804666270e-03	-2.056249e-01	-9.742108e-01	-1.776343e-04
4.586985054666270e-03	-2.598686e-01	-1.280107e+00	-2.332263e-04
4.606516304666269e-03	-3.102036e-01	-1.566925e+00	-2.853418e-04
4.626047554666269e-03	-3.558728e-01	-1.830345e+00	-3.331958e-04
4.645578804666269e-03	-3.961894e-01	-2.066402e+00	-3.760682e-04
4.665110054666268e-03	-4.305469e-01	-2.271544e+00	-4.133135e-04
4.684641304666268e-03	-4.584286e-01	-2.442685e+00	-4.443718e-04
4.704172554666267e-03	-4.794151e-01	-2.577253e+00	-4.687763e-04
4.723703804666267e-03	-4.931908e-01	-2.673229e+00	-4.861607e-04
4.743235054666266e-03	-4.995484e-01	-2.729175e+00	-4.962644e-04
4.762766304666266e-03	-4.983923e-01	-2.744256e+00	-4.989367e-04
4.782297554666266e-03	-4.897400e-01	-2.718252e+00	-4.941390e-04
4.801828804666265e-03	-4.737215e-01	-2.651565e+00	-4.819446e-04
4.821360054666265e-03	-4.505778e-01	-2.545203e+00	-4.625386e-04
4.840891304666264e-03	-4.206570e-01	-2.400774e+00	-4.362140e-04
4.860422554666264e-03	-3.844091e-01	-2.220458e+00	-4.033679e-04
4.879953804666264e-03	-3.423793e-01	-2.006969e+00	-3.644952e-04
4.899485054666263e-03	-2.951999e-01	-1.763523e+00	-3.201809e-04
4.919016304666263e-03	-2.435803e-01	-1.493782e+00	-2.710919e-04
4.938547554666262e-03	-1.882971e-01	-1.201801e+00	-2.179663e-04
4.958078804666262e-03	-1.301817e-01	-8.919700e-01	-1.616025e-04
4.977610054666261e-03	-7.010830e-02	-5.689438e-01	-1.028475e-04
4.997141304666261e-03	-8.980373e-03	-2.375749e-01	-4.258395e-05
5.016672554666261e-03	5.228263e-02	9.715979e-02	1.828304e-05
5.036203804666260e-03	1.127592e-01	4.302332e-01	7.883937e-05
5.055735054666260e-03	1.715399e-01	7.566434e-01	1.381756e-04
5.075266304666259e-03	2.277404e-01	1.071488e+00	1.954005e-04
5.094797554666259e-03	2.805154e-01	1.370039e+00	2.496547e-04
5.114328804666259e-03	3.290713e-01	1.647810e+00	3.001229e-04
5.133860054666258e-03	3.726776e-01	1.900628e+00	3.460470e-04
5.153391304666258e-03	4.106785e-01	2.124692e+00	3.867364e-04
5.172922554666257e-03	4.425024e-01	2.316633e+00	4.215792e-04
5.192453804666257e-03	4.676707e-01	2.473561e+00	4.500510e-04
5.211985054666256e-03	4.858048e-01	2.593113e+00	4.717232e-04
5.231516304666256e-03	4.966319e-01	2.673487e+00	4.862689e-04
5.251047554666256e-03	4.999892e-01	2.713468e+00	4.934681e-04
5.270578804666255e-03	4.958262e-01	2.712447e+00	4.932116e-04
5.290110054666255e-03	4.842055e-01	2.670432e+00	4.855016e-04
5.309641304666254e-03	4.653019e-01	2.588049e+00	4.704531e-04
5.329172554666254e-03	4.393997e-01	2.466528e+00	4.482909e-04
5.348703804666254e-03	4.068886e-01	2.307693e+00	4.193474e-04
5.368235054666253e-03	3.682575e-01	2.113925e+00	3.840569e-04
5.387766304666253e-03	3.240874e-01	1.888137e+00	3.429495e-04
5.407297554666252e-03	2.750428e-01	1.633721e+00	2.966432e-04
5.426828804666252e-03	2.218612e-01	1.354505e+00	2.458343e-04
5.446360054666251e-03	1.653427e-01	1.054688e+00	1.912873e-04
5.465891304666251e-03	1.063372e-01	7.387838e-01	1.338231e-04
5.485422554666251e-03	4.573239e-02	4.115485e-01	7.430705e-05
5.504953804666250e-03	-1.556032e-02	7.790977e-02	1.363523e-05
5.524485054666250e-03	-7.661899e-02	-2.571070e-01	-4.727850e-05
5.544016304666249e-03	-1.365252e-01	-5.884551e-01	-1.075166e-04
5.563547554666249e-03	-1.943780e-01	-9.111433e-01	-1.661716e-04
5.583078804666249e-03	-2.493072e-01	-1.220310e+00	-2.223599e-04
5.602610054666248e-03	-3.004865e-01	-1.511300e+00	-2.752354e-04
5.622141304666248e-03	-3.471463e-01	-1.779729e+00	-3.240016e-04
5.641672554666247e-03	-3.885846e-01	-2.021557e+00	-3.679244e-04
5.661203804666247e-03	-4.241783e-01	-2.233144e+00	-4.063428e-04
5.680735054666246e-03	-4.533919e-01	-2.411308e+00	-4.386790e-04
5.700266304666246e-03	-4.757861e-01	-2.553370e+00	-4.644468e-04
5.719797554666246e-03	-4.910240e-01	-2.657199e+00	-4.832595e-04
5.739328804666245e-03	-4.988765e-01	-2.721237e+00	-4.948349e-04
5.758860054666245e-03	-4.992254e-01	-2.744528e+00	-4.990003e-04
5.778391304666244e-03	-4.920655e-01	-2.726729e+00	-4.956942e-04
5.797922554666244e-03	-4.775045e-01	-2.668117e+00	-4.849680e-04
5.817453804666244e-03	-4.557613e-01	-2.569580e+00	-4.669842e-04
5.836985054666243e-03	-4.271631e-01	-2.432609e+00	-4.420148e-04
5.856516304666243e-03	-3.921400e-01	-2.259269e+00	-4.104364e-04
5.876047554666242e-03	-3.512187e-01	-2.052173e+00	-3.727250e-04
5.895578804666242e-03	-3.050147e-01	-1.814439e+00	-3.294482e-04
5.915110054666241e-03	-2.542230e-01	-1.549644e+00	-2.812572e-04
5.934641304666241e-03	-1.996076e-01	-1.261770e+00	-2.288768e-04
5.954172554666241e-03	-1.419899e-01	-9.551441e-01	-1.730942e-04
5.973703804666240e-03	-8.223658e-02	-6.343740e-01	-1.147479e-04
5.993235054666240e-03	-2.124630e-02	-3.042784e-01	-5.471412e-05
6.012766304666239e-03	4.006353e-02	3.018478e-02	6.105229e-06
6.032297554666239e-03	1.007708e-01	3.639925e-01	6.679678e-05
6.051828804666239e-03	1.599623e-01	6.921318e-01	1.264491e-04
6.071360054666238e-03	2.167479e-01	1.009675e+00	1.841662e-04
6.090891304666238e-03	2.702734e-01	1.311852e+00	2.390814e-04
6.110422554666237e-03	3.197337e-01	1.594124e+00	2.903695e-04
6.129953804666237e-03	3.643849e-01	1.852249e+00	3.372599e-04
6.149485054666236e-03	4.035555e-01	2.082348e+00	3.790478e-04
6.169016304666236e-03	4.366562e-01	2.280961e+00	4.151048e-04
6.188547554666236e-03	4.631892e-01	2.445097e+00	4.448884e-04
6.208078804666235e-03	4.827553e-01	2.572288e+00	4.679500e-04
6.227610054666235e-03	4.950604e-01	2.660614e+00	4.839420e-04
6.247141304666234e-03	4.999194e-01	2.708741e+00	4.926228e-04
6.266672554666234e-03	4.972590e-01	2.715940e+00	4.938608e-04
6.286203804666234e-03	4.871194e-01	2.682093e+00	4.876360e-04
6.305735054666233e-03	4.696531e-01	2.607704e+00	4.740406e-04
6.325266304666233e-03	4.451228e-01	2.493884e+00	4.532780e-04
6.344797554666232e-03	4.138974e-01	2.342339e+00	4.256592e-04
6.364328804666232e-03	3.764467e-01	2.155341e+00	3.915986e-04
6.383860054666231e-03	3.333338e-01	1.935700e+00	3.516079e-04
6.403391304666231e-03	2.852072e-01	1.686717e+00	3.062880e-04
6.422922554666231e-03	2.327909e-01	1.412135e+00	2.563205e-04
6.442453804666230e-03	1.768732e-01	1.116087e+00	2.024570e-04
6.461985054666230e-03	1.182951e-01	8.030263e-01	1.455083e-04
6.481516304666229e-03	5.793779e-02	4.776674e-01	8.633174e-05
6.501047554666229e-03	-3.290966e-03	1.449094e-01	2.581833e-05
6.510813179666229e-03	-3.394448e-02	-2.268044e-02	-4.655291e-06
6.530344429666228e-03	-9.475332e-02	-3.571255e-01	-6.546247e-05
6.549875679666228e-03	-1.541370e-01	-6.863953e-01	-1.253201e-04
6.569406929666228e-03	-2.112023e-01	-1.005530e+00	-1.833264e-04
6.588938179666227e-03	-2.650909e-01	-1.309721e+00	-2.386077e-04
6.608469429666227e-03	-3.149924e-01	-1.594388e+00	-2.903314e-04
6.628000679666226e-03	-3.601560e-01	-1.855244e+00	-3.377185e-04
6.647531929666226e-03	-3.999026e-01	-2.088362e+00	-3.800559e-04
6.667063179666225e-03	-4.336342e-01	-2.290234e+00	-4.167063e-04
6.686594429666225e-03	-4.608436e-01	-2.457825e+00	-4.471186e-04
6.706125679666225e-03	-4.811215e-01	-2.588616e+00	-4.708358e-04
6.725656929666224e-03	-4.941628e-01	-2.680644e+00	-4.875020e-04
6.745188179666224e-03	-4.997715e-01	-2.732530e+00	-4.968675e-04
6.764719429666223e-03	-4.978632e-01	-2.743502e+00	-4.987928e-04
6.784250679666223e-03	-4.884665e-01	-2.713403e+00	-4.932502e-04
6.803781929666223e-03	-4.717228e-01	-2.642692e+00	-4.803246e-04
6.823313179666222e-03	-4.478840e-01	-2.532441e+00	-4.602117e-04
6.842844429666222e-03	-4.173086e-01	-2.384317e+00	-4.332154e-04
6.862375679666221e-03	-3.804565e-01	-2.200552e+00	-3.997429e-04
6.881906929666221e-03	-3.378820e-01	-1.983916e+00	-3.602982e-04
6.901438179666220e-03	-2.902254e-01	-1.737668e+00	-3.154752e-04
6.920969429666220e-03	-2.382035e-01	-1.465514e+00	-2.659482e-04
6.940500679666220e-03	-1.825989e-01	-1.171546e+00	-2.124620e-04
6.960031929666219e-03	-1.242478e-01	-8.601824e-01	-1.558203e-04
6.979563179666219e-03	-6.402787e-02	-5.361009e-01	-9.687424e-05
6.999094429666218e-03	-2.844918e-03	-2.041701e-01	-3.650935e-05
7.018625679666218e-03	5.838082e-02	1.306249e-01	2.436774e-05
7.038156929666218e-03	1.187285e-01	4.632560e-01	8.484278e-05
7.057688179666217e-03	1.772903e-01	7.887280e-01	1.440075e-04
7.077219429666217e-03	2.331856e-01	1.102153e+00	2.009735e-04
7.096750679666216e-03	2.855735e-01	1.398823e+00	2.548849e-04
7.116281929666216e-03	3.336661e-01	1.674281e+00	3.049318e-04
7.135813179666215e-03	3.767401e-01	1.924388e+00	3.503622e-04
