Freq.	V(vo2)
4.67735141287193e+03	(1.20376460212150e+01dB,1.78107784050690e+02°)
4.78630092322633e+03	(1.20375307412608e+01dB,1.78063720354174e+02°)
4.89778819368441e+03	(1.20374100313871e+01dB,1.78018631116906e+02°)
5.01187233627267e+03	(1.20372836359847e+01dB,1.77972492510617e+02°)
5.12861383991359e+03	(1.20371512874257e+01dB,1.77925280156262e+02°)
5.24807460249767e+03	(1.20370127055011e+01dB,1.77876969111500e+02°)
5.37031796370247e+03	(1.20368675968299e+01dB,1.77827533857899e+02°)
5.49540873857618e+03	(1.20367156542420e+01dB,1.77776948287861e+02°)
5.62341325190343e+03	(1.20365565561317e+01dB,1.77725185691277e+02°)
5.75439937337150e+03	(1.20363899657817e+01dB,1.77672218741894e+02°)
5.88843655355582e+03	(1.20362155306549e+01dB,1.77618019483384e+02°)
6.02559586074351e+03	(1.20360328816539e+01dB,1.77562559315137e+02°)
6.16595001861475e+03	(1.20358416323455e+01dB,1.77505808977738e+02°)
6.30957344480186e+03	(1.20356413781492e+01dB,1.77447738538150e+02°)
6.45654229034648e+03	(1.20354316954889e+01dB,1.77388317374592e+02°)
6.60693448007588e+03	(1.20352121409038e+01dB,1.77327514161094e+02°)
6.76082975391974e+03	(1.20349822501192e+01dB,1.77265296851746e+02°)
6.91830970918928e+03	(1.20347415370735e+01dB,1.77201632664621e+02°)
7.07945784384129e+03	(1.20344894929011e+01dB,1.77136488065373e+02°)
7.24435960074981e+03	(1.20342255848665e+01dB,1.77069828750504e+02°)
7.41310241300908e+03	(1.20339492552513e+01dB,1.77001619630306e+02°)
7.58577575029174e+03	(1.20336599201880e+01dB,1.76931824811455e+02°)
7.76247116628682e+03	(1.20333569684410e+01dB,1.76860407579269e+02°)
7.94328234724272e+03	(1.20330397601307e+01dB,1.76787330379624e+02°)
8.12830516164089e+03	(1.20327076253996e+01dB,1.76712554800524e+02°)
8.31763771102661e+03	(1.20323598630167e+01dB,1.76636041553313e+02°)
8.51138038202366e+03	(1.20319957389173e+01dB,1.76557750453540e+02°)
8.70963589956070e+03	(1.20316144846764e+01dB,1.76477640401474e+02°)
8.91250938133734e+03	(1.20312152959122e+01dB,1.76395669362251e+02°)
9.12010839355898e+03	(1.20307973306158e+01dB,1.76311794345672e+02°)
9.33254300796979e+03	(1.20303597074054e+01dB,1.76225971385639e+02°)
9.54992586021424e+03	(1.20299015037005e+01dB,1.76138155519229e+02°)
9.77237220955798e+03	(1.20294217538122e+01dB,1.76048300765410e+02°)
9.99999999999987e+03	(1.20289194469481e+01dB,1.75956360103400e+02°)
1.02329299228074e+04	(1.20283935251251e+01dB,1.75862285450664e+02°)
1.04712854805089e+04	(1.20278428809888e+01dB,1.75766027640556e+02°)
1.07151930523759e+04	(1.20272663555330e+01dB,1.75667536399607e+02°)
1.09647819614317e+04	(1.20266627357174e+01dB,1.75566760324466e+02°)
1.12201845430195e+04	(1.20260307519771e+01dB,1.75463646858489e+02°)
1.14815362149687e+04	(1.20253690756206e+01dB,1.75358142267991e+02°)
1.17489755493951e+04	(1.20246763161109e+01dB,1.75250191618164e+02°)
1.20226443461740e+04	(1.20239510182244e+01dB,1.75139738748663e+02°)
1.23026877081237e+04	(1.20231916590844e+01dB,1.75026726248880e+02°)
1.25892541179415e+04	(1.20223966450606e+01dB,1.74911095432902e+02°)
1.28824955169312e+04	(1.20215643085326e+01dB,1.74792786314175e+02°)
1.31825673855639e+04	(1.20206929045092e+01dB,1.74671737579884e+02°)
1.34896288259164e+04	(1.20197806070987e+01dB,1.74547886565056e+02°)
1.38038426460287e+04	(1.20188255058243e+01dB,1.74421169226415e+02°)
1.41253754462274e+04	(1.20178256017775e+01dB,1.74291520115995e+02°)
1.44543977074591e+04	(1.20167788036038e+01dB,1.74158872354537e+02°)
1.47910838816819e+04	(1.20156829233137e+01dB,1.74023157604691e+02°)
1.51356124843619e+04	(1.20145356719123e+01dB,1.73884306044047e+02°)
1.54881661891246e+04	(1.20133346548398e+01dB,1.73742246338018e+02°)
1.58489319246109e+04	(1.20120773672170e+01dB,1.73596905612611e+02°)
1.62181009735891e+04	(1.20107611888870e+01dB,1.73448209427114e+02°)
1.65958690743754e+04	(1.20093833792457e+01dB,1.73296081746732e+02°)
1.69824365246172e+04	(1.20079410718545e+01dB,1.73140444915213e+02°)
1.73780082874935e+04	(1.20064312688252e+01dB,1.72981219627509e+02°)
1.77827941003890e+04	(1.20048508349711e+01dB,1.72818324902506e+02°)
1.81970085860996e+04	(1.20031964917137e+01dB,1.72651678055884e+02°)
1.86208713666284e+04	(1.20014648107391e+01dB,1.72481194673150e+02°)
1.90546071796322e+04	(1.19996522073928e+01dB,1.72306788582913e+02°)
1.94984459975802e+04	(1.19977549338074e+01dB,1.72128371830445e+02°)
1.99526231496885e+04	(1.19957690717502e+01dB,1.71945854651614e+02°)
2.04173794466950e+04	(1.19936905251870e+01dB,1.71759145447249e+02°)
2.08929613085401e+04	(1.19915150125484e+01dB,1.71568150758011e+02°)
2.13796208950220e+04	(1.19892380586931e+01dB,1.71372775239865e+02°)
2.18776162394952e+04	(1.19868549865577e+01dB,1.71172921640233e+02°)
2.23872113856831e+04	(1.19843609084846e+01dB,1.70968490774926e+02°)
2.29086765276774e+04	(1.19817507172193e+01dB,1.70759381505946e+02°)
2.34422881531989e+04	(1.19790190765697e+01dB,1.70545490720295e+02°)
2.39883291901946e+04	(1.19761604117162e+01dB,1.70326713309866e+02°)
2.45470891568500e+04	(1.19731688991684e+01dB,1.70102942152582e+02°)
2.51188643150954e+04	(1.19700384563575e+01dB,1.69874068094878e+02°)
2.57039578276883e+04	(1.19667627308593e+01dB,1.69639979935693e+02°)
2.63026799189534e+04	(1.19633350892395e+01dB,1.69400564412107e+02°)
2.69153480392688e+04	(1.19597486055165e+01dB,1.69155706186777e+02°)
2.75422870333813e+04	(1.19559960492351e+01dB,1.68905287837362e+02°)
2.81838293126441e+04	(1.19520698731469e+01dB,1.68649189848077e+02°)
2.88403150312656e+04	(1.19479622004936e+01dB,1.68387290603600e+02°)
2.95120922666634e+04	(1.19436648118904e+01dB,1.68119466385506e+02°)
3.01995172040197e+04	(1.19391691318076e+01dB,1.67845591371439e+02°)
3.09029543251354e+04	(1.19344662146507e+01dB,1.67565537637250e+02°)
3.16227766016833e+04	(1.19295467304394e+01dB,1.67279175162318e+02°)
3.23593656929623e+04	(1.19244009500890e+01dB,1.66986371838304e+02°)
3.31131121482586e+04	(1.19190187302987e+01dB,1.66686993481583e+02°)
3.38844156139197e+04	(1.19133894980527e+01dB,1.66380903849619e+02°)
3.46736850452526e+04	(1.19075022347443e+01dB,1.66067964661560e+02°)
3.54813389233570e+04	(1.19013454599331e+01dB,1.65748035623330e+02°)
3.63078054770096e+04	(1.18949072147501e+01dB,1.65420974457521e+02°)
3.71535229097167e+04	(1.18881750449671e+01dB,1.65086636938389e+02°)
3.80189396320555e+04	(1.18811359837514e+01dB,1.64744876932260e+02°)
3.89045144994275e+04	(1.18737765341279e+01dB,1.64395546443695e+02°)
3.98107170553491e+04	(1.18660826511779e+01dB,1.64038495667714e+02°)
4.07380277804107e+04	(1.18580397240043e+01dB,1.63673573048446e+02°)
4.16869383470329e+04	(1.18496325574997e+01dB,1.63300625344545e+02°)
4.26579518801586e+04	(1.18408453539591e+01dB,1.62919497701716e+02°)
4.36515832240159e+04	(1.18316616945793e+01dB,1.62530033732716e+02°)
4.46683592150956e+04	(1.18220645209002e+01dB,1.62132075605183e+02°)
4.57088189614868e+04	(1.18120361162410e+01dB,1.61725464137648e+02°)
4.67735141287191e+04	(1.18015580871953e+01dB,1.61310038904086e+02°)
4.78630092322631e+04	(1.17906113452538e+01dB,1.60885638347350e+02°)
4.89778819368439e+04	(1.17791760886302e+01dB,1.60452099901825e+02°)
5.01187233627264e+04	(1.17672317843719e+01dB,1.60009260125637e+02°)
5.12861383991357e+04	(1.17547571508459e+01dB,1.59556954842714e+02°)
5.24807460249764e+04	(1.17417301406975e+01dB,1.59095019294996e+02°)
5.37031796370244e+04	(1.17281279243848e+01dB,1.58623288305053e+02°)
5.49540873857616e+04	(1.17139268744040e+01dB,1.58141596449350e+02°)
5.62341325190340e+04	(1.16991025503248e+01dB,1.57649778242353e+02°)
5.75439937337148e+04	(1.16836296847658e+01dB,1.57147668331633e+02°)
5.88843655355580e+04	(1.16674821704458e+01dB,1.56635101704072e+02°)
6.02559586074348e+04	(1.16506330484575e+01dB,1.56111913903235e+02°)
6.16595001861472e+04	(1.16330544979169e+01dB,1.55577941257887e+02°)
6.30957344480183e+04	(1.16147178271464e+01dB,1.55033021121582e+02°)
6.45654229034645e+04	(1.15955934665636e+01dB,1.54476992123170e+02°)
6.60693448007586e+04	(1.15756509634483e+01dB,1.53909694427978e+02°)
6.76082975391971e+04	(1.15548589787682e+01dB,1.53330970009322e+02°)
6.91830970918925e+04	(1.15331852862520e+01dB,1.52740662929928e+02°)
7.07945784384127e+04	(1.15105967738984e+01dB,1.52138619632692e+02°)
7.24435960074979e+04	(1.14870594481156e+01dB,1.51524689240124e+02°)
7.41310241300906e+04	(1.14625384406886e+01dB,1.50898723861670e+02°)
7.58577575029172e+04	(1.14369980187682e+01dB,1.50260578907976e+02°)
7.76247116628679e+04	(1.14104015980782e+01dB,1.49610113411023e+02°)
7.94328234724269e+04	(1.13827117595325e+01dB,1.48947190348887e+02°)
8.12830516164086e+04	(1.13538902694467e+01dB,1.48271676973757e+02°)
8.31763771102658e+04	(1.13238981035244e+01dB,1.47583445141641e+02°)
8.51138038202363e+04	(1.12926954747841e+01dB,1.46882371642060e+02°)
8.70963589956067e+04	(1.12602418655820e+01dB,1.46168338525837e+02°)
8.91250938133731e+04	(1.12264960638692e+01dB,1.45441233428927e+02°)
9.12010839355895e+04	(1.11914162038010e+01dB,1.44700949890082e+02°)
9.33254300796976e+04	(1.11549598107948e+01dB,1.43947387659947e+02°)
9.54992586021420e+04	(1.11170838511065e+01dB,1.43180452999066e+02°)
9.77237220955795e+04	(1.10777447859654e+01dB,1.42400058962098e+02°)
9.99999999999984e+04	(1.10368986302741e+01dB,1.41606125665429e+02°)
1.02329299228074e+05	(1.09945010158447e+01dB,1.40798580535217e+02°)
1.04712854805088e+05	(1.09505072591004e+01dB,1.39977358532851e+02°)
1.07151930523759e+05	(1.09048724331308e+01dB,1.39142402354670e+02°)
1.09647819614317e+05	(1.08575514439408e+01dB,1.38293662602765e+02°)
1.12201845430195e+05	(1.08084991106849e+01dB,1.37431097923664e+02°)
1.14815362149686e+05	(1.07576702496275e+01dB,1.36554675111676e+02°)
1.17489755493951e+05	(1.07050197615161e+01dB,1.35664369173729e+02°)
1.20226443461739e+05	(1.06505027220008e+01dB,1.34760163352619e+02°)
1.23026877081236e+05	(1.05940744746761e+01dB,1.33842049105675e+02°)
1.25892541179415e+05	(1.05356907262679e+01dB,1.32910026036039e+02°)
1.28824955169311e+05	(1.04753076434330e+01dB,1.31964101773925e+02°)
1.31825673855639e+05	(1.04128819505849e+01dB,1.31004291805492e+02°)
1.34896288259163e+05	(1.03483710281101e+01dB,1.30030619247247e+02°)
1.38038426460286e+05	(1.02817330102913e+01dB,1.29043114564224e+02°)
1.41253754462273e+05	(1.02129268822090e+01dB,1.28041815230549e+02°)
1.44543977074590e+05	(1.01419125748588e+01dB,1.27026765331451e+02°)
1.47910838816818e+05	(1.00686510576844e+01dB,1.25998015106177e+02°)
1.51356124843618e+05	(9.99310442770508e+00dB,1.24955620431803e+02°)
1.54881661891246e+05	(9.91523599439615e+00dB,1.23899642248398e+02°)
1.58489319246109e+05	(9.83501035947026e+00dB,1.22830145926560e+02°)
1.62181009735890e+05	(9.75239349070881e+00dB,1.21747200578875e+02°)
1.65958690743753e+05	(9.66735278899720e+00dB,1.20650878317397e+02°)
1.69824365246172e+05	(9.57985714773678e+00dB,1.19541253459815e+02°)
1.73780082874935e+05	(9.48987700383098e+00dB,1.18418401687498e+02°)
1.77827941003889e+05	(9.39738437947943e+00dB,1.17282399159159e+02°)
1.81970085860995e+05	(9.30235291405701e+00dB,1.16133321584362e+02°)
1.86208713666284e+05	(9.20475788540829e+00dB,1.14971243261582e+02°)
1.90546071796322e+05	(9.10457621994657e+00dB,1.13796236085958e+02°)
1.94984459975801e+05	(9.00178649101509e+00dB,1.12608368532265e+02°)
1.99526231496885e+05	(8.89636890503953e+00dB,1.11407704618971e+02°)
2.04173794466949e+05	(8.78830527507884e+00dB,1.10194302859514e+02°)
2.08929613085400e+05	(8.67757898146275e+00dB,1.08968215207180e+02°)
2.13796208950220e+05	(8.56417491928601e+00dB,1.07729486000092e+02°)
2.18776162394952e+05	(8.44807943261433e+00dB,1.06478150912939e+02°)
2.23872113856830e+05	(8.32928023533967e+00dB,1.05214235922106e+02°)
2.29086765276773e+05	(8.20776631870311e+00dB,1.03937756290830e+02°)
2.34422881531988e+05	(8.08352784558216e+00dB,1.02648715580941e+02°)
2.39883291901945e+05	(7.95655603171187e+00dB,1.01347104697614e+02°)
2.45470891568499e+05	(7.82684301407727e+00dB,1.00032900973375e+02°)
2.51188643150954e+05	(7.69438170677616e+00dB,9.87060672974006e+01°)
2.57039578276882e+05	(7.55916564470419e+00dB,9.73665512959009e+01°)
2.63026799189534e+05	(7.42118881546228e+00dB,9.60142845691219e+01°)
2.69153480392687e+05	(7.28044547992271e+00dB,9.46491819902262e+01°)
2.75422870333812e+05	(7.13692998192217e+00dB,9.32711410710377e+01°)
2.81838293126440e+05	(6.99063654757084e+00dB,9.18800413993811e+01°)
2.88403150312656e+05	(6.84155907468251e+00dB,9.04757441524980e+01°)
2.95120922666633e+05	(6.68969091283771e+00dB,8.90580916908126e+01°)
3.01995172040196e+05	(6.53502463459461e+00dB,8.76269072361476e+01°)
3.09029543251354e+05	(6.37755179835901e+00dB,8.61819946383673e+01°)
3.16227766016832e+05	(6.21726270341936e+00dB,8.47231382343514e+01°)
3.23593656929623e+05	(6.05414613764378e+00dB,8.32501028032050e+01°)
3.31131121482585e+05	(5.88818911832952e+00dB,8.17626336216616e+01°)
3.38844156139197e+05	(5.71937662668788e+00dB,8.02604566237780e+01°)
3.46736850452526e+05	(5.54769133644673e+00dB,7.87432786692221e+01°)
3.54813389233569e+05	(5.37311333705742e+00dB,7.72107879247364e+01°)
3.63078054770095e+05	(5.19561985200572e+00dB,7.56626543637228e+01°)
3.71535229097166e+05	(5.01518495275255e+00dB,7.40985303893094e+01°)
3.80189396320555e+05	(4.83177926886858e+00dB,7.25180515867594e+01°)
3.89045144994274e+05	(4.64536969498411e+00dB,7.09208376116251e+01°)
3.98107170553490e+05	(4.45591909525105e+00dB,6.93064932206385e+01°)
4.07380277804106e+05	(4.26338600611344e+00dB,6.76746094529539e+01°)
4.16869383470328e+05	(4.06772433830734e+00dB,6.60247649699878e+01°)
4.26579518801585e+05	(3.86888307916407e+00dB,6.43565275627222e+01°)
4.36515832240158e+05	(3.66680599647476e+00dB,6.26694558359234e+01°)
4.46683592150955e+05	(3.46143134539190e+00dB,6.09631010792396e+01°)
4.57088189614867e+05	(3.25269158009671e+00dB,5.92370093355550e+01°)
4.67735141287190e+05	(3.04051307225050e+00dB,5.74907236772329e+01°)
4.78630092322630e+05	(2.82481583857664e+00dB,5.57237867009525e+01°)
4.89778819368438e+05	(2.60551328028480e+00dB,5.39357432516527e+01°)
5.01187233627263e+05	(2.38251193745045e+00dB,5.21261433856053e+01°)
5.12861383991356e+05	(2.15571126189916e+00dB,5.02945455817646e+01°)
5.24807460249763e+05	(1.92500341260897e+00dB,4.84405202092294e+01°)
5.37031796370243e+05	(1.69027307813213e+00dB,4.65636532568044e+01°)
5.49540873857615e+05	(1.45139733103883e+00dB,4.46635503282275e+01°)
5.62341325190339e+05	(1.20824551988869e+00dB,4.27398409035140e+01°)
5.75439937337147e+05	(9.60679204725853e-01dB,4.07921828630294e+01°)
5.88843655355579e+05	(7.08552142552606e-01dB,3.88202672662493e+01°)
6.02559586074347e+05	(4.51710329641969e-01dB,3.68238233716642e+01°)
6.16595001861471e+05	(1.89992107875686e-01dB,3.48026238778989e+01°)
6.30957344480182e+05	(-7.67716574876393e-02dB,3.27564903588516e+01°)
6.45654229034644e+05	(-3.48757321132433e-01dB,3.06852988575320e+01°)
6.60693448007584e+05	(-6.26148114710717e-01dB,2.85889855943787e+01°)
6.76082975391970e+05	(-9.09133710498497e-01dB,2.64675527362899e+01°)
6.91830970918924e+05	(-1.19790968516997e+00dB,2.43210741625744e+01°)
7.07945784384125e+05	(-1.49267687801673e+00dB,2.21497011538026e+01°)
7.24435960074977e+05	(-1.79364063909344e+00dB,1.99536679193929e+01°)
7.41310241300904e+05	(-2.10100996426068e+00dB,1.77332968701235e+01°)
7.58577575029170e+05	(-2.41499651593359e+00dB,1.54890035330435e+01°)
7.76247116628678e+05	(-2.73581353053012e+00dB,1.32213009989947e+01°)
7.94328234724267e+05	(-3.06367461612852e+00dB,1.09308037876850e+01°)
8.12830516164085e+05	(-3.39879244665317e+00dB,8.61823101253755e+00°)
8.31763771102656e+05	(-3.74137736195293e+00dB,6.28440872794294e+00°)
8.51138038202361e+05	(-4.09163588633601e+00dB,3.93027134554673e+00°)
8.70963589956065e+05	(-4.44976918137679e+00dB,1.55686201424680e+00°)
8.91250938133729e+05	(-4.81597145198922e+00dB,-8.34668129087314e-01°)
9.12010839355893e+05	(-5.19042832772831e+00dB,-3.24306191440238e+00°)
9.33254300796974e+05	(-5.57331524388651e+00dB,-5.66695935392940e+00°)
9.54992586021419e+05	(-5.96479584903938e+00dB,-8.10490214848692e+00°)
9.77237220955793e+05	(-6.36502046712407e+00dB,-1.05553394863973e+01°)
1.00000000000000e+06	(-6.77412464277021e+00dB,-1.30166351059186e+01°)
