Freq.	V(vo)
4.67735141287193e+03	(1.48282232963407e+01dB,1.64732484803464e+02°)
4.78630092322633e+03	(1.48143235796422e+01dB,1.64393509487074e+02°)
4.89778819368441e+03	(1.47998163038311e+01dB,1.64047759103217e+02°)
5.01187233627267e+03	(1.47846770725589e+01dB,1.63695147991664e+02°)
5.12861383991359e+03	(1.47688807011365e+01dB,1.63335592772581e+02°)
5.24807460249767e+03	(1.47524012079888e+01dB,1.62969012612025e+02°)
5.37031796370247e+03	(1.47352118076744e+01dB,1.62595329499640e+02°)
5.49540873857618e+03	(1.47172849056422e+01dB,1.62214468538467e+02°)
5.62341325190343e+03	(1.46985920949020e+01dB,1.61826358246735e+02°)
5.75439937337150e+03	(1.46791041547944e+01dB,1.61430930871360e+02°)
5.88843655355582e+03	(1.46587910520511e+01dB,1.61028122712824e+02°)
6.02559586074351e+03	(1.46376219443420e+01dB,1.60617874460986e+02°)
6.16595001861475e+03	(1.46155651865113e+01dB,1.60200131541257e+02°)
6.30957344480186e+03	(1.45925883397054e+01dB,1.59774844470461e+02°)
6.45654229034648e+03	(1.45686581836012e+01dB,1.59341969221571e+02°)
6.60693448007588e+03	(1.45437407319393e+01dB,1.58901467596349e+02°)
6.76082975391974e+03	(1.45178012515700e+01dB,1.58453307604823e+02°)
6.91830970918928e+03	(1.44908042852114e+01dB,1.57997463850316e+02°)
7.07945784384129e+03	(1.44627136781185e+01dB,1.57533917918634e+02°)
7.24435960074981e+03	(1.44334926088501e+01dB,1.57062658769850e+02°)
7.41310241300908e+03	(1.44031036243113e+01dB,1.56583683130917e+02°)
7.58577575029174e+03	(1.43715086792367e+01dB,1.56096995887229e+02°)
7.76247116628682e+03	(1.43386691802614e+01dB,1.55602610471045e+02°)
7.94328234724272e+03	(1.43045460347072e+01dB,1.55100549244526e+02°)
8.12830516164089e+03	(1.42690997041911e+01dB,1.54590843875006e+02°)
8.31763771102661e+03	(1.42322902631330e+01dB,1.54073535699917e+02°)
8.51138038202366e+03	(1.41940774622131e+01dB,1.53548676078689e+02°)
8.70963589956070e+03	(1.41544207967945e+01dB,1.53016326728783e+02°)
8.91250938133734e+03	(1.41132795802905e+01dB,1.52476560042914e+02°)
9.12010839355898e+03	(1.40706130224171e+01dB,1.51929459384435e+02°)
9.33254300796979e+03	(1.40263803122264e+01dB,1.51375119357750e+02°)
9.54992586021424e+03	(1.39805407057732e+01dB,1.50813646050613e+02°)
9.77237220955798e+03	(1.39330536182186e+01dB,1.50245157245127e+02°)
9.99999999999987e+03	(1.38838787201209e+01dB,1.49669782594285e+02°)
1.02329299228074e+04	(1.38329760376190e+01dB,1.49087663760933e+02°)
1.04712854805089e+04	(1.37803060561532e+01dB,1.48498954516141e+02°)
1.07151930523759e+04	(1.37258298273214e+01dB,1.47903820794079e+02°)
1.09647819614317e+04	(1.36695090784117e+01dB,1.47302440700665e+02°)
1.12201845430195e+04	(1.36113063241042e+01dB,1.46695004473490e+02°)
1.14815362149687e+04	(1.35511849797825e+01dB,1.46081714390739e+02°)
1.17489755493951e+04	(1.34891094758510e+01dB,1.45462784627168e+02°)
1.20226443461740e+04	(1.34250453724098e+01dB,1.44838441055508e+02°)
1.23026877081237e+04	(1.33589594736016e+01dB,1.44208920992073e+02°)
1.25892541179415e+04	(1.32908199409129e+01dB,1.43574472885735e+02°)
1.28824955169312e+04	(1.32205964046840e+01dB,1.42935355949927e+02°)
1.31825673855639e+04	(1.31482600730666e+01dB,1.42291839737767e+02°)
1.34896288259164e+04	(1.30737838376526e+01dB,1.41644203660940e+02°)
1.38038426460287e+04	(1.29971423750013e+01dB,1.40992736453470e+02°)
1.41253754462274e+04	(1.29183122432914e+01dB,1.40337735582061e+02°)
1.44543977074591e+04	(1.28372719733490e+01dB,1.39679506605210e+02°)
1.47910838816819e+04	(1.27540021533210e+01dB,1.39018362483823e+02°)
1.51356124843619e+04	(1.26684855063032e+01dB,1.38354622846596e+02°)
1.54881661891246e+04	(1.25807069602760e+01dB,1.37688613213878e+02°)
1.58489319246109e+04	(1.24906537097538e+01dB,1.37020664184236e+02°)
1.62181009735891e+04	(1.23983152686166e+01dB,1.36351110588336e+02°)
1.65958690743754e+04	(1.23036835136634e+01dB,1.35680290615123e+02°)
1.69824365246172e+04	(1.22067527185026e+01dB,1.35008544915646e+02°)
1.73780082874935e+04	(1.21075195774768e+01dB,1.34336215690079e+02°)
1.77827941003890e+04	(1.20059832194094e+01dB,1.33663645763742e+02°)
1.81970085860996e+04	(1.19021452110460e+01dB,1.32991177658012e+02°)
1.86208713666284e+04	(1.17960095501614e+01dB,1.32319152662105e+02°)
1.90546071796322e+04	(1.16875826483914e+01dB,1.31647909911694e+02°)
1.94984459975802e+04	(1.15768733039428e+01dB,1.30977785480215e+02°)
1.99526231496885e+04	(1.14638926644250e+01dB,1.30309111488616e+02°)
2.04173794466950e+04	(1.13486541801293e+01dB,1.29642215239021e+02°)
2.08929613085401e+04	(1.12311735481671e+01dB,1.28977418377558e+02°)
2.13796208950220e+04	(1.11114686479501e+01dB,1.28315036091213e+02°)
2.18776162394952e+04	(1.09895594685638e+01dB,1.27655376343215e+02°)
2.23872113856831e+04	(1.08654680286455e+01dB,1.26998739150996e+02°)
2.29086765276774e+04	(1.07392182894299e+01dB,1.26345415910322e+02°)
2.34422881531989e+04	(1.06108360616641e+01dB,1.25695688768678e+02°)
2.39883291901946e+04	(1.04803489071309e+01dB,1.25049830050470e+02°)
2.45470891568500e+04	(1.03477860355368e+01dB,1.24408101736083e+02°)
2.51188643150954e+04	(1.02131781975389e+01dB,1.23770754996295e+02°)
2.57039578276883e+04	(1.00765575746847e+01dB,1.23138029783034e+02°)
2.63026799189534e+04	(9.93795766703808e+00dB,1.22510154476907e+02°)
2.69153480392688e+04	(9.79741317924635e+00dB,1.21887345591497e+02°)
2.75422870333813e+04	(9.65495990578670e+00dB,1.21269807533877e+02°)
2.81838293126441e+04	(9.51063461609908e+00dB,1.20657732420423e+02°)
2.88403150312656e+04	(9.36447494027949e+00dB,1.20051299946532e+02°)
2.95120922666634e+04	(9.21651925596754e+00dB,1.19450677308534e+02°)
3.01995172040197e+04	(9.06680657701840e+00dB,1.18856019175730e+02°)
3.09029543251354e+04	(8.91537644450098e+00dB,1.18267467710215e+02°)
3.16227766016833e+04	(8.76226882051458e+00dB,1.17685152631892e+02°)
3.23593656929623e+04	(8.60752398526395e+00dB,1.17109191325896e+02°)
3.31131121482586e+04	(8.45118243777975e+00dB,1.16539688989482e+02°)
3.38844156139197e+04	(8.29328480061850e+00dB,1.15976738815317e+02°)
3.46736850452526e+04	(8.13387172882344e+00dB,1.15420422208047e+02°)
3.54813389233570e+04	(7.97298382337657e+00dB,1.14870809030961e+02°)
3.63078054770096e+04	(7.81066154932232e+00dB,1.14327957879577e+02°)
3.71535229097167e+04	(7.64694515869607e+00dB,1.13791916379000e+02°)
3.80189396320555e+04	(7.48187461834587e+00dB,1.13262721501959e+02°)
3.89045144994275e+04	(7.31548954269378e+00dB,1.12740399904506e+02°)
3.98107170553491e+04	(7.14782913144444e+00dB,1.12224968276474e+02°)
4.07380277804107e+04	(6.97893211221326e+00dB,1.11716433703883e+02°)
4.16869383470329e+04	(6.80883668801393e+00dB,1.11214794040661e+02°)
4.26579518801586e+04	(6.63758048951723e+00dB,1.10720038287158e+02°)
4.36515832240159e+04	(6.46520053196679e+00dB,1.10232146973095e+02°)
4.46683592150956e+04	(6.29173317661652e+00dB,1.09751092542769e+02°)
4.57088189614868e+04	(6.11721409653508e+00dB,1.09276839740491e+02°)
4.67735141287191e+04	(5.94167824660770e+00dB,1.08809345994382e+02°)
4.78630092322631e+04	(5.76515983755263e+00dB,1.08348561796871e+02°)
4.89778819368439e+04	(5.58769231375990e+00dB,1.07894431080335e+02°)
5.01187233627264e+04	(5.40930833475294e+00dB,1.07446891586555e+02°)
5.12861383991357e+04	(5.23003976006813e+00dB,1.07005875228761e+02°)
5.24807460249764e+04	(5.04991763734501e+00dB,1.06571308445217e+02°)
5.37031796370244e+04	(4.86897219341897e+00dB,1.06143112543448e+02°)
5.49540873857616e+04	(4.68723282820876e+00dB,1.05721204034314e+02°)
5.62341325190340e+04	(4.50472811119381e+00dB,1.05305494955313e+02°)
5.75439937337148e+04	(4.32148578027978e+00dB,1.04895893182555e+02°)
5.88843655355580e+04	(4.13753274285570e+00dB,1.04492302731024e+02°)
6.02559586074348e+04	(3.95289507885167e+00dB,1.04094624042792e+02°)
6.16595001861472e+04	(3.76759804561240e+00dB,1.03702754262979e+02°)
6.30957344480183e+04	(3.58166608440927e+00dB,1.03316587503326e+02°)
6.45654229034645e+04	(3.39512282842106e+00dB,1.02936015093313e+02°)
6.60693448007586e+04	(3.20799111202117e+00dB,1.02560925818862e+02°)
6.76082975391971e+04	(3.02029298121774e+00dB,1.02191206148670e+02°)
6.91830970918925e+04	(2.83204970510113e+00dB,1.01826740448327e+02°)
7.07945784384127e+04	(2.64328178816141e+00dB,1.01467411182383e+02°)
7.24435960074979e+04	(2.45400898334740e+00dB,1.01113099104596e+02°)
7.41310241300906e+04	(2.26425030574629e+00dB,1.00763683436607e+02°)
7.58577575029172e+04	(2.07402404677153e+00dB,1.00419042035333e+02°)
7.76247116628679e+04	(1.88334778875424e+00dB,1.00079051549389e+02°)
7.94328234724269e+04	(1.69223841984104e+00dB,9.97435875648701e+01°)
8.12830516164086e+04	(1.50071214910863e+00dB,9.94125247408452e+01°)
8.31763771102658e+04	(1.30878452181250e+00dB,9.90857369349168e+01°)
8.51138038202363e+04	(1.11647043469359e+00dB,9.87630973192227e+01°)
8.70963589956067e+04	(9.23784151273682e-01dB,9.84444784872533e+01°)
8.91250938133731e+04	(7.30739317075702e-01dB,9.81297525518633e+01°)
9.12010839355895e+04	(5.37348974711333e-01dB,9.78187912348600e+01°)
9.33254300796976e+04	(3.43625578783375e-01dB,9.75114659485451e+01°)
9.54992586021420e+04	(1.49581010555545e-01dB,9.72076478695889e+01°)
9.77237220955795e+04	(-4.47734076531427e-02dB,9.69072080056065e+01°)
9.99999999999984e+04	(-2.39426898387688e-01dB,9.66100172548038e+01°)
1.02329299228074e+05	(-4.34369215324510e-01dB,9.63159464590521e+01°)
1.04712854805088e+05	(-6.29590629917534e-01dB,9.60248664507431e+01°)
1.07151930523759e+05	(-8.25081918450239e-01dB,9.57366480937669e+01°)
1.09647819614317e+05	(-1.02083434951755e+00dB,9.54511623189486e+01°)
1.12201845430195e+05	(-1.21683967195890e+00dB,9.51682801542675e+01°)
1.14815362149686e+05	(-1.41309010326094e+00dB,9.48878727501748e+01°)
1.17489755493951e+05	(-1.60957831844617e+00dB,9.46098114003158e+01°)
1.20226443461739e+05	(-1.80629743946132e+00dB,9.43339675579515e+01°)
1.23026877081236e+05	(-2.00324102507793e+00dB,9.40602128483677e+01°)
1.25892541179415e+05	(-2.20040306131515e+00dB,9.37884190775474e+01°)
1.28824955169311e+05	(-2.39777795239392e+00dB,9.35184582373733e+01°)
1.31825673855639e+05	(-2.59536051222975e+00dB,9.32502025076214e+01°)
1.34896288259163e+05	(-2.79314595647064e+00dB,9.29835242549930e+01°)
1.38038426460286e+05	(-2.99112989508510e+00dB,9.27182960294276e+01°)
1.41253754462273e+05	(-3.18930832550476e+00dB,9.24543905579322e+01°)
1.44543977074590e+05	(-3.38767762632502e+00dB,9.21916807361499e+01°)
1.47910838816818e+05	(-3.58623455156652e+00dB,9.19300396178911e+01°)
1.51356124843618e+05	(-3.78497622549981e+00dB,9.16693404028374e+01°)
1.54881661891246e+05	(-3.98390013803480e+00dB,9.14094564226279e+01°)
1.58489319246109e+05	(-4.18300414067653e+00dB,9.11502611255287e+01°)
1.62181009735890e+05	(-4.38228644304818e+00dB,9.08916280598834e+01°)
1.65958690743753e+05	(-4.58174560998200e+00dB,9.06334308565384e+01°)
1.69824365246172e+05	(-4.78138055917891e+00dB,9.03755432104326e+01°)
1.73780082874935e+05	(-4.98119055943691e+00dB,9.01178388615394e+01°)
1.77827941003889e+05	(-5.18117522944853e+00dB,8.98601915753444e+01°)
1.81970085860995e+05	(-5.38133453716755e+00dB,8.96024751230443e+01°)
1.86208713666284e+05	(-5.58166879974481e+00dB,8.93445632616474e+01°)
1.90546071796322e+05	(-5.78217868403312e+00dB,8.90863297141594e+01°)
1.94984459975801e+05	(-5.98286520766094e+00dB,8.88276481500358e+01°)
1.99526231496885e+05	(-6.18372974067474e+00dB,8.85683921660842e+01°)
2.04173794466949e+05	(-6.38477400774934e+00dB,8.83084352680027e+01°)
2.08929613085400e+05	(-6.58600009096596e+00dB,8.80476508527397e+01°)
2.13796208950220e+05	(-6.78741043315697e+00dB,8.77859121918658e+01°)
2.18776162394952e+05	(-6.98900784181658e+00dB,8.75230924161518e+01°)
2.23872113856830e+05	(-7.19079549357611e+00dB,8.72590645015478e+01°)
2.29086765276773e+05	(-7.39277693924234e+00dB,8.69937012567690e+01°)
2.34422881531988e+05	(-7.59495610939692e+00dB,8.67268753126911e+01°)
2.39883291901945e+05	(-7.79733732055430e+00dB,8.64584591137719e+01°)
2.45470891568499e+05	(-7.99992528187539e+00dB,8.61883249117158e+01°)
2.51188643150954e+05	(-8.20272510243281e+00dB,8.59163447616086e+01°)
2.57039578276882e+05	(-8.40574229902367e+00dB,8.56423905207556e+01°)
2.63026799189534e+05	(-8.60898280452402e+00dB,8.53663338504640e+01°)
2.69153480392687e+05	(-8.81245297677870e+00dB,8.50880462210202e+01°)
2.75422870333812e+05	(-9.01615960801891e+00dB,8.48073989201179e+01°)
2.81838293126440e+05	(-9.22010993479830e+00dB,8.45242630650070e+01°)
2.88403150312656e+05	(-9.42431164843695e+00dB,8.42385096186372e+01°)
2.95120922666633e+05	(-9.62877290596113e+00dB,8.39500094100840e+01°)
3.01995172040196e+05	(-9.83350234152427e+00dB,8.36586331595509e+01°)
3.09029543251354e+05	(-1.00385090782930e+01dB,8.33642515082554e+01°)
3.16227766016832e+05	(-1.02438027407792e+01dB,8.30667350535115e+01°)
3.23593656929623e+05	(-1.04493934675970e+01dB,8.27659543893346e+01°)
3.31131121482585e+05	(-1.06552919246199e+01dB,8.24617801529022e+01°)
3.38844156139197e+05	(-1.08615093185115e+01dB,8.21540830772139e+01°)
3.46736850452526e+05	(-1.10680574105978e+01dB,8.18427340503011e+01°)
3.54813389233569e+05	(-1.12749485310475e+01dB,8.15276041813454e+01°)
3.63078054770095e+05	(-1.14821955933214e+01dB,8.12085648740726e+01°)
3.71535229097166e+05	(-1.16898121088471e+01dB,8.08854879077931e+01°)
3.80189396320555e+05	(-1.18978122018730e+01dB,8.05582455264646e+01°)
3.89045144994274e+05	(-1.21062106244473e+01dB,8.02267105361571e+01°)
3.98107170553490e+05	(-1.23150227714650e+01dB,7.98907564112997e+01°)
4.07380277804106e+05	(-1.25242646957180e+01dB,7.95502574100892e+01°)
4.16869383470328e+05	(-1.27339531228806e+01dB,7.92050886994361e+01°)
4.26579518801585e+05	(-1.29441054663510e+01dB,7.88551264898185e+01°)
4.36515832240158e+05	(-1.31547398418692e+01dB,7.85002481804055e+01°)
4.46683592150955e+05	(-1.33658750818188e+01dB,7.81403325147985e+01°)
4.57088189614867e+05	(-1.35775307491162e+01dB,7.77752597477223e+01°)
4.67735141287190e+05	(-1.37897271505831e+01dB,7.74049118229808e+01°)
4.78630092322630e+05	(-1.40024853496873e+01dB,7.70291725629618e+01°)
4.89778819368438e+05	(-1.42158271785329e+01dB,7.66479278699502e+01°)
5.01187233627263e+05	(-1.44297752489698e+01dB,7.62610659394708e+01°)
5.12861383991356e+05	(-1.46443529626843e+01dB,7.58684774858424e+01°)
5.24807460249763e+05	(-1.48595845201264e+01dB,7.54700559800736e+01°)
5.37031796370243e+05	(-1.50754949281179e+01dB,7.50656979001829e+01°)
5.49540873857615e+05	(-1.52921100059797e+01dB,7.46553029939559e+01°)
5.62341325190339e+05	(-1.55094563900075e+01dB,7.42387745540907e+01°)
5.75439937337147e+05	(-1.57275615361180e+01dB,7.38160197056002e+01°)
5.88843655355579e+05	(-1.59464537204802e+01dB,7.33869497052589e+01°)
6.02559586074347e+05	(-1.61661620379392e+01dB,7.29514802527838e+01°)
6.16595001861471e+05	(-1.63867163980366e+01dB,7.25095318133425e+01°)
6.30957344480182e+05	(-1.66081475184231e+01dB,7.20610299508651e+01°)
6.45654229034644e+05	(-1.68304869154583e+01dB,7.16059056715205e+01°)
6.60693448007584e+05	(-1.70537668917887e+01dB,7.11440957765910e+01°)
6.76082975391970e+05	(-1.72780205206937e+01dB,7.06755432238385e+01°)
6.91830970918924e+05	(-1.75032816269922e+01dB,7.02001974963182e+01°)
7.07945784384125e+05	(-1.77295847643012e+01dB,6.97180149774411e+01°)
7.24435960074977e+05	(-1.79569651884473e+01dB,6.92289593309306e+01°)
7.41310241300904e+05	(-1.81854588268354e+01dB,6.87330018841601e+01°)
7.58577575029170e+05	(-1.84151022435896e+01dB,6.82301220131883e+01°)
7.76247116628678e+05	(-1.86459326002959e+01dB,6.77203075276468e+01°)
7.94328234724267e+05	(-1.88779876121869e+01dB,6.72035550534597e+01°)
8.12830516164085e+05	(-1.91113054996326e+01dB,6.66798704112174e+01°)
8.31763771102656e+05	(-1.93459249348192e+01dB,6.61492689878535e+01°)
8.51138038202361e+05	(-1.95818849835236e+01dB,6.56117760991260e+01°)
8.70963589956065e+05	(-1.98192250419214e+01dB,6.50674273402521e+01°)
8.91250938133729e+05	(-2.00579847683963e+01dB,6.45162689219082e+01°)
9.12010839355893e+05	(-2.02982040103532e+01dB,6.39583579886924e+01°)
9.33254300796974e+05	(-2.05399227260800e+01dB,6.33937629170351e+01°)
9.54992586021419e+05	(-2.07831809017387e+01dB,6.28225635894710e+01°)
9.77237220955793e+05	(-2.10280184636168e+01dB,6.22448516421216e+01°)
9.99999999999982e+05	(-2.12744751858126e+01dB,6.16607306822138e+01°)
1.02329299228074e+06	(-2.15225905935808e+01dB,6.10703164724605e+01°)
1.04712854805088e+06	(-2.17724038626138e+01dB,6.04737370791675e+01°)
1.07151930523759e+06	(-2.20239537145867e+01dB,5.98711329810033e+01°)
1.09647819614316e+06	(-2.22772783093484e+01dB,5.92626571354839e+01°)
1.12201845430194e+06	(-2.25324151341918e+01dB,5.86484750003773e+01°)
1.14815362149686e+06	(-2.27894008906897e+01dB,5.80287645074318e+01°)
1.17489755493951e+06	(-2.30482713796330e+01dB,5.74037159860698e+01°)
1.20226443461739e+06	(-2.33090613846534e+01dB,5.67735320349761e+01°)
1.23026877081236e+06	(-2.35718045551606e+01dB,5.61384273398339e+01°)
1.25892541179414e+06	(-2.38365332892598e+01dB,5.54986284358294e+01°)
1.28824955169311e+06	(-2.41032786173526e+01dB,5.48543734139528e+01°)
1.31825673855638e+06	(-2.43720700871518e+01dB,5.42059115705625e+01°)
1.34896288259163e+06	(-2.46429356508605e+01dB,5.35535030001516e+01°)
1.38038426460286e+06	(-2.49159015552832e+01dB,5.28974181317529e+01°)
1.41253754462273e+06	(-2.51909922356366e+01dB,5.22379372099326e+01°)
1.44543977074590e+06	(-2.54682302138289e+01dB,5.15753497218549e+01°)
1.47910838816818e+06	(-2.57476360019612e+01dB,5.09099537724288e+01°)
1.51356124843618e+06	(-2.60292280117815e+01dB,5.02420554100844e+01°)
1.54881661891245e+06	(-2.63130224707910e+01dB,4.95719679062413e+01°)
1.58489319246108e+06	(-2.65990333456603e+01dB,4.89000109920357e+01°)
1.62181009735890e+06	(-2.68872722735622e+01dB,4.82265100563432e+01°)
1.65958690743753e+06	(-2.71777485019677e+01dB,4.75517953095732e+01°)
1.69824365246171e+06	(-2.74704688373858e+01dB,4.68762009181005e+01°)
1.73780082874934e+06	(-2.77654376034510e+01dB,4.62000641145458e+01°)
1.77827941003889e+06	(-2.80626566086827e+01dB,4.55237242893982e+01°)
1.81970085860995e+06	(-2.83621251241548e+01dB,4.48475220696988e+01°)
1.86208713666283e+06	(-2.86638398712234e+01dB,4.41717983906559e+01°)
1.90546071796321e+06	(-2.89677950193686e+01dB,4.34968935661524e+01°)
1.94984459975801e+06	(-2.92739821941137e+01dB,4.28231463641206e+01°)
1.99526231496884e+06	(-2.95823904948914e+01dB,4.21508930926979e+01°)
2.04173794466949e+06	(-2.98930065226370e+01dB,4.14804667029567e+01°)
2.08929613085400e+06	(-3.02058144168000e+01dB,4.08121959138016e+01°)
2.13796208950219e+06	(-3.05207959013816e+01dB,4.01464043643681e+01°)
2.18776162394951e+06	(-3.08379303395308e+01dB,3.94834097989391e+01°)
2.23872113856830e+06	(-3.11571947961576e+01dB,3.88235232890230e+01°)
2.29086765276773e+06	(-3.14785641079624e+01dB,3.81670484968157e+01°)
2.34422881531988e+06	(-3.18020109602223e+01dB,3.75142809838116e+01°)
2.39883291901944e+06	(-3.21275059696336e+01dB,3.68655075678412e+01°)
2.45470891568498e+06	(-3.24550177724697e+01dB,3.62210057312953e+01°)
2.51188643150953e+06	(-3.27845131172908e+01dB,3.55810430827743e+01°)
2.57039578276881e+06	(-3.31159569614214e+01dB,3.49458768738636e+01°)
2.63026799189533e+06	(-3.34493125704060e+01dB,3.43157535722098e+01°)
2.69153480392686e+06	(-3.37845416196550e+01dB,3.36909084915446e+01°)
2.75422870333811e+06	(-3.41216042975023e+01dB,3.30715654788066e+01°)
2.81838293126440e+06	(-3.44604594089133e+01dB,3.24579366580215e+01°)
2.88403150312655e+06	(-3.48010644791104e+01dB,3.18502222301555e+01°)
2.95120922666633e+06	(-3.51433758564114e+01dB,3.12486103277299e+01°)
3.01995172040196e+06	(-3.54873488136175e+01dB,3.06532769226103e+01°)
3.09029543251353e+06	(-3.58329376473251e+01dB,3.00643857850309e+01°)
3.16227766016832e+06	(-3.61800957745895e+01dB,2.94820884916269e+01°)
3.23593656929622e+06	(-3.65287758264080e+01dB,2.89065244799758e+01°)
3.31131121482585e+06	(-3.68789297375508e+01dB,2.83378211469474e+01°)
3.38844156139196e+06	(-3.72305088323137e+01dB,2.77760939879830e+01°)
3.46736850452525e+06	(-3.75834639058235e+01dB,2.72214467742989e+01°)
3.54813389233568e+06	(-3.79377453005790e+01dB,2.66739717649188e+01°)
3.63078054770094e+06	(-3.82933029779611e+01dB,2.61337499503888e+01°)
3.71535229097165e+06	(-3.86500865844982e+01dB,2.56008513250162e+01°)
3.80189396320554e+06	(-3.90080455127200e+01dB,2.50753351844853e+01°)
3.89045144994273e+06	(-3.93671289564799e+01dB,2.45572504457532e+01°)
3.98107170553489e+06	(-3.97272859606698e+01dB,2.40466359862020e+01°)
4.07380277804105e+06	(-4.00884654652901e+01dB,2.35435209991153e+01°)
4.16869383470327e+06	(-4.04506163438782e+01dB,2.30479253626662e+01°)
4.26579518801584e+06	(-4.08136874363302e+01dB,2.25598600197317e+01°)
4.36515832240157e+06	(-4.11776275761832e+01dB,2.20793273659938e+01°)
4.46683592150954e+06	(-4.15423856124526e+01dB,2.16063216439416e+01°)
4.57088189614866e+06	(-4.19079104261451e+01dB,2.11408293405521e+01°)
4.67735141287189e+06	(-4.22741509415857e+01dB,2.06828295865880e+01°)
4.78630092322629e+06	(-4.26410561327218e+01dB,2.02322945556261e+01°)
4.89778819368436e+06	(-4.30085750245775e+01dB,1.97891898610938e+01°)
5.01187233627262e+06	(-4.33766566900482e+01dB,1.93534749497599e+01°)
5.12861383991355e+06	(-4.37452502422349e+01dB,1.89251034902884e+01°)
5.24807460249762e+06	(-4.41143048225288e+01dB,1.85040237556258e+01°)
5.37031796370242e+06	(-4.44837695846609e+01dB,1.80901789981423e+01°)
5.49540873857613e+06	(-4.48535936749387e+01dB,1.76835078165931e+01°)
5.62341325190338e+06	(-4.52237262088972e+01dB,1.72839445141125e+01°)
5.75439937337145e+06	(-4.55941162445908e+01dB,1.68914194465693e+01°)
5.88843655355577e+06	(-4.59647127527595e+01dB,1.65058593607517e+01°)
6.02559586074345e+06	(-4.63354645841007e+01dB,1.61271877219491e+01°)
6.16595001861470e+06	(-4.67063204338796e+01dB,1.57553250306102e+01°)
6.30957344480180e+06	(-4.70772288041121e+01dB,1.53901891278474e+01°)
6.45654229034642e+06	(-4.74481379635572e+01dB,1.50316954896519e+01°)
6.60693448007582e+06	(-4.78189959057494e+01dB,1.46797575097508e+01°)
6.76082975391968e+06	(-4.81897503053117e+01dB,1.43342867711165e+01°)
6.91830970918922e+06	(-4.85603484727824e+01dB,1.39951933061927e+01°)
7.07945784384123e+06	(-4.89307373081973e+01dB,1.36623858459619e+01°)
7.24435960074975e+06	(-4.93008632536666e+01dB,1.33357720580173e+01°)
7.41310241300902e+06	(-4.96706722451899e+01dB,1.30152587738451e+01°)
7.58577575029168e+06	(-5.00401096639601e+01dB,1.27007522055570e+01°)
7.76247116628676e+06	(-5.04091202874012e+01dB,1.23921581523273e+01°)
7.94328234724265e+06	(-5.07776482402069e+01dB,1.20893821968261e+01°)
8.12830516164082e+06	(-5.11456369456338e+01dB,1.17923298919356e+01°)
8.31763771102654e+06	(-5.15130290773263e+01dB,1.15009069380543e+01°)
8.51138038202359e+06	(-5.18797665119485e+01dB,1.12150193512996e+01°)
8.70963589956062e+06	(-5.22457902829104e+01dB,1.09345736229077e+01°)
8.91250938133727e+06	(-5.26110405354854e+01dB,1.06594768701364e+01°)
9.12010839355890e+06	(-5.29754564836265e+01dB,1.03896369789598e+01°)
9.33254300796971e+06	(-5.33389763687946e+01dB,1.01249627388275e+01°)
9.54992586021416e+06	(-5.37015374211325e+01dB,9.86536396975866e+00°)
9.77237220955790e+06	(-5.40630758233217e+01dB,9.61075164200756e+00°)
9.99999999999979e+06	(-5.44235266774723e+01dB,9.36103798852079e+00°)
1.02329299228073e+07	(-5.47828239754120e+01dB,9.11613661038584e+00°)
1.04712854805088e+07	(-5.51409005727464e+01dB,8.87596257544012e+00°)
1.07151930523758e+07	(-5.54976881670750e+01dB,8.64043251018151e+00°)
1.09647819614316e+07	(-5.58531172807606e+01dB,8.40946468509667e+00°)
1.12201845430194e+07	(-5.62071172486506e+01dB,8.18297909348618e+00°)
1.14815362149686e+07	(-5.65596162111691e+01dB,7.96089752384635e+00°)
1.17489755493950e+07	(-5.69105411131847e+01dB,7.74314362581706e+00°)
1.20226443461739e+07	(-5.72598177090864e+01dB,7.52964296969908e+00°)
1.23026877081236e+07	(-5.76073705744760e+01dB,7.32032309948842e+00°)
1.25892541179414e+07	(-5.79531231249064e+01dB,7.11511357936911e+00°)
1.28824955169311e+07	(-5.82969976420662e+01dB,6.91394603355619e+00°)
1.31825673855638e+07	(-5.86389153078243e+01dB,6.71675417937435e+00°)
1.34896288259162e+07	(-5.89787962465171e+01dB,6.52347385342241e+00°)
1.38038426460286e+07	(-5.93165595758479e+01dB,6.33404303065489e+00°)
1.41253754462272e+07	(-5.96521234667497e+01dB,6.14840183620389e+00°)
1.44543977074590e+07	(-5.99854052125260e+01dB,5.96649254974404e+00°)
1.47910838816818e+07	(-6.03163213075459e+01dB,5.78825960219679e+00°)
1.51356124843618e+07	(-6.06447875357489e+01dB,5.61364956458258e+00°)
1.54881661891245e+07	(-6.09707190691344e+01dB,5.44261112881186e+00°)
1.58489319246108e+07	(-6.12940305763841e+01dB,5.27509508023776e+00°)
1.62181009735889e+07	(-6.16146363416987e+01dB,5.11105426180762e+00°)
1.65958690743752e+07	(-6.19324503938444e+01dB,4.95044352966527e+00°)
1.69824365246171e+07	(-6.22473866453604e+01dB,4.79321970011075e+00°)
1.73780082874934e+07	(-6.25593590417678e+01dB,4.63934148784771e+00°)
1.77827941003888e+07	(-6.28682817205569e+01dB,4.48876943551349e+00°)
1.81970085860994e+07	(-6.31740691796267e+01dB,4.34146583453974e+00°)
1.86208713666283e+07	(-6.34766364547550e+01dB,4.19739463745884e+00°)
1.90546071796321e+07	(-6.37758993055781e+01dB,4.05652136184612e+00°)
